Entity,Label
Delirium Tremens Polysubstance Abuse cocaine,DISEASE
alcohol Atrial Fibrillation Atrial Flutter,CHEMICAL
Liver Failure,DISEASE
alcoholism,DISEASE
infection Thrombocytopenia,DISEASE
splenomegaly,DISEASE
Hypertension,DISEASE
Vancomycin,CHEMICAL
pancyctopenia,CHEMICAL
bone marrow aspirate,DISEASE
fractures,DISEASE
acute bleed,DISEASE
fracture,DISEASE
fracture,DISEASE
psychiatric,DISEASE
psychiatric,DISEASE
pneumonia,DISEASE
pneumonia,DISEASE
urination infectious disease,DISEASE
alcohol abuse,DISEASE
lung cancer,DISEASE
liver disease,DISEASE
alcohol cocaine,CHEMICAL
pulm,CHEMICAL
alcohol,CHEMICAL
pulm,CHEMICAL
alcohol,CHEMICAL
lung cancer,DISEASE
liver disease,DISEASE
Allergies,DISEASE
Dyspnea exertion fatigue,DISEASE
fatigue dyspnea exertion,DISEASE
pain,DISEASE
dyspnea,DISEASE
hypertensive,DISEASE
Atenolol,CHEMICAL
ischemia,DISEASE
Hypertension,DISEASE
colon polyps Arthritis right rotator cuff repair repair left fracture,DISEASE
ETOH,CHEMICAL
premature coronary artery disease,DISEASE
Chest Lungs,DISEASE
distended tender bowel sounds Extremities Warm,DISEASE
Edema,DISEASE
Glucose,CHEMICAL
Statin Aspirin,CHEMICAL
atrial fibrillation,DISEASE
amiodarone,CHEMICAL
phlebitis,DISEASE
Amio,CHEMICAL
Keflex,CHEMICAL
cough wheezing,DISEASE
pleural effusions,DISEASE
atelectasis,DISEASE
colchicine,CHEMICAL
gout,DISEASE
colchicine,CHEMICAL
docusate sodium,CHEMICAL
ranitidine,CHEMICAL
aspirin,CHEMICAL
bisacodyl,CHEMICAL
Suppository,CHEMICAL
acetaminophen,CHEMICAL
pain,DISEASE
hydromorphone,CHEMICAL
amiodarone,CHEMICAL
metoprolol tartrate,CHEMICAL
magnesium hydroxide,CHEMICAL
simvastatin,CHEMICAL
albuterol sulfate,CHEMICAL
ipratropium bromide,CHEMICAL
guaifenesin Syrup,CHEMICAL
cephalexin,CHEMICAL
right phlebitis Lasix,DISEASE
potassium chloride,CHEMICAL
warfarin,CHEMICAL
Coronary artery disease,DISEASE
calcaneus fracture,DISEASE
fracture,DISEASE
external fixator pilon fracture ORIF right intra articular distal fracture,DISEASE
liver disease,DISEASE
alcohol,CHEMICAL
cocaine,CHEMICAL
fractures,DISEASE
haldol ativan,CHEMICAL
atrial flutter,DISEASE
diltiazem,CHEMICAL
pain,DISEASE
Abdominal pain,DISEASE
ammonia,CHEMICAL
EtOH,CHEMICAL
polysubstance abuse,DISEASE
cocaine,CHEMICAL
icteric sclerae,DISEASE
tachy murmurs rubs gallops,DISEASE
wheezes rales rhonchi,DISEASE
hepatosplenomegaly,DISEASE
bruising,DISEASE
asterixis,DISEASE
fracture,DISEASE
Left Comminuted fracture calcaneus,DISEASE
sliver,CHEMICAL
calcification,DISEASE
intraosseous ligament small cortical fracture,DISEASE
fractures,DISEASE
fracture,DISEASE
Comminuted distal right fibular fracture,DISEASE
displacement Comminuted left calcaneal fracture,DISEASE
distended nonfasting stage,DISEASE
gallstones,DISEASE
cholecystitis,DISEASE
intracranial hemorrhage,DISEASE
bronchoalveolar cell carcinoma,DISEASE
atherosclerotic coronary artery calcification Chest pulmonary embolism,DISEASE
fractures,DISEASE
Comminuted left calcaneal fracture,DISEASE
hemorrhage,DISEASE
infarct,DISEASE
fracture,DISEASE
fracture,DISEASE
fractures,DISEASE
fracture,DISEASE
fractures,DISEASE
fracture,DISEASE
fracture,DISEASE
fractures,DISEASE
Lateral subluxation peroneal tendons with respect fibula Probable tear anterior talofibular ligament Echo left atrium mildly dilated Left ventricular wall thickness cavity size regional global systolic function,DISEASE
mitral regurgitation,DISEASE
mitral valve prolapse,DISEASE
EtOH,CHEMICAL
thiamine folate multivitamin,CHEMICAL
metoprolol,CHEMICAL
diltiazem,CHEMICAL
ammonia,CHEMICAL
lactulose,CHEMICAL
fractures,DISEASE
delirium,DISEASE
vancomycin flagyl,CHEMICAL
ceftriaxone flagyl,CHEMICAL
Zosyn,CHEMICAL
Vancomycin,CHEMICAL
Vancomycin,CHEMICAL
pneumonia,DISEASE
pneuomonitis,DISEASE
delirium,DISEASE
delirium,DISEASE
fevers,DISEASE
infection,DISEASE
daptomycin,CHEMICAL
linezolid,CHEMICAL
delirium,DISEASE
haldol Zyprexa,CHEMICAL
delirium,DISEASE
alcohol,CHEMICAL
benzodiazepine,CHEMICAL
delririum,CHEMICAL
Delirium,DISEASE
haldol,CHEMICAL
alcohol abuse,DISEASE
Afib flutter,DISEASE
febrile afib flutter,DISEASE
metoprolol,CHEMICAL
metoprolol diltiazem,CHEMICAL
fever,DISEASE
tylenol,CHEMICAL
lovenox,CHEMICAL
atrial fibrillation,DISEASE
Diltiazem,CHEMICAL
infection,DISEASE
delirium,DISEASE
haldol,CHEMICAL
infection,DISEASE
fractures,DISEASE
fractures,DISEASE
fracture,DISEASE
lovenox,CHEMICAL
Diltiazem,CHEMICAL
Aspirin,CHEMICAL
Folic Acid,CHEMICAL
Thiamine,CHEMICAL
Calcium Carbonate,CHEMICAL
Diltiazem,CHEMICAL
Trazodone,CHEMICAL
fractures,DISEASE
pilon fracture,DISEASE
left tibiotalar joint Right calcaneus fracture,DISEASE
delirium,DISEASE
Pneumonitis,DISEASE
Alcoholism,CHEMICAL
Delirium Tremens Polysubstance Abuse cocaine,DISEASE
alcohol Atrial Fibrillation Atrial Flutter,CHEMICAL
Liver Failure,DISEASE
alcoholism,DISEASE
infection Thrombocytopenia,DISEASE
splenomegaly,DISEASE
Hypertension,DISEASE
Vancomycin,CHEMICAL
pancyctopenia,CHEMICAL
bone marrow aspirate,DISEASE
fractures,DISEASE
acute bleed,DISEASE
fracture,DISEASE
fracture,DISEASE
psychiatric,DISEASE
psychiatric,DISEASE
pneumonia,DISEASE
pneumonia,DISEASE
urination infectious disease,DISEASE
alcohol abuse,DISEASE
lung cancer,DISEASE
liver disease,DISEASE
alcohol cocaine,CHEMICAL
pulm,CHEMICAL
alcohol,CHEMICAL
pulm,CHEMICAL
alcohol,CHEMICAL
lung cancer,DISEASE
liver disease,DISEASE
Allergies,DISEASE
Dyspnea exertion fatigue,DISEASE
fatigue dyspnea exertion,DISEASE
pain,DISEASE
dyspnea,DISEASE
hypertensive,DISEASE
Atenolol,CHEMICAL
ischemia,DISEASE
Hypertension,DISEASE
colon polyps Arthritis right rotator cuff repair repair left fracture,DISEASE
ETOH,CHEMICAL
premature coronary artery disease,DISEASE
Chest Lungs,DISEASE
distended tender bowel sounds Extremities Warm,DISEASE
Edema,DISEASE
Glucose,CHEMICAL
Statin Aspirin,CHEMICAL
atrial fibrillation,DISEASE
amiodarone,CHEMICAL
phlebitis,DISEASE
Amio,CHEMICAL
Keflex,CHEMICAL
cough wheezing,DISEASE
pleural effusions,DISEASE
atelectasis,DISEASE
colchicine,CHEMICAL
gout,DISEASE
colchicine,CHEMICAL
docusate sodium,CHEMICAL
ranitidine,CHEMICAL
aspirin,CHEMICAL
bisacodyl,CHEMICAL
Suppository,CHEMICAL
acetaminophen,CHEMICAL
pain,DISEASE
hydromorphone,CHEMICAL
amiodarone,CHEMICAL
metoprolol tartrate,CHEMICAL
magnesium hydroxide,CHEMICAL
simvastatin,CHEMICAL
albuterol sulfate,CHEMICAL
ipratropium bromide,CHEMICAL
guaifenesin Syrup,CHEMICAL
cephalexin,CHEMICAL
right phlebitis Lasix,DISEASE
potassium chloride,CHEMICAL
warfarin,CHEMICAL
Coronary artery disease,DISEASE
Hypertension,DISEASE
colon polyps Arthritis right rotator cuff repair repair left fracture,DISEASE
pain,DISEASE
erythema,DISEASE
erythema drainage Edema,DISEASE
cream powder ointments,CHEMICAL
atrial fibrillation,DISEASE
meconium,CHEMICAL
hypoglycemia,DISEASE
palate,DISEASE
apnea bradycardia desaturations,DISEASE
glucose,CHEMICAL
meconium,CHEMICAL
hepatitis,DISEASE
hypoglycemia,DISEASE
Allergies,DISEASE
pain,DISEASE
pain,DISEASE
fever,DISEASE
flagyl tylenol,CHEMICAL
cholangitis,DISEASE
unasyn zofran morphine,CHEMICAL
lactate,CHEMICAL
gallstones,DISEASE
acute cholecystitis Angiomyolipoma left upper pole prelim showed intrahep Slight enhancement normal caliber raises,DISEASE
cholangitis Pulmonary bronchiectasis,DISEASE
obstruction,DISEASE
retardation Arthoscopy knee Hysterectomy,DISEASE
Cataract,DISEASE
Right nerve palsy,DISEASE
jaundice,DISEASE
Glucose,CHEMICAL
Calcium,CHEMICAL
Lactate,CHEMICAL
Liver Gallstones,DISEASE
acute cholecystitis biliary dilation pelvis intrahepatic biliary ductal dilatation gallstones gallbladder,DISEASE
cholangitis,DISEASE
diverticulitis,DISEASE
Esophageal Periampullary diverticulum,DISEASE
cholangitis,DISEASE
tumor,DISEASE
pleural effusion,DISEASE
atelectasis,DISEASE
pneumonia,DISEASE
lower lobe bronchiectasis small bilateral pleural effusions,DISEASE
pneumobilia,DISEASE
biliary malignancy,DISEASE
intrahepatic biliary ductal dilation,DISEASE
cyst intrahepatic lesions,DISEASE
left renal lesion,DISEASE
angiomyolipoma,DISEASE
extrarenal pelvis ascites mesenteric adenopathy small bowel loops normal There,DISEASE
pancreatic biliary mass,DISEASE
Cholangitis,DISEASE
pain fever,DISEASE
sepsis,DISEASE
fevers,DISEASE
stone obstruction,DISEASE
hypotension,DISEASE
pain,DISEASE
unasyn,CHEMICAL
pancreatic biliary mass,DISEASE
Cholelithiasis,DISEASE
cholelithiasis,DISEASE
acute suppurative cholecystitis,DISEASE
Atrial fibrillation,DISEASE
Diltiazem,CHEMICAL
hypoxia,DISEASE
pulm bronchiectasis,DISEASE
oxygen,CHEMICAL
sepsis,DISEASE
arrhythmias,DISEASE
oxygen,CHEMICAL
Multivitamin,CHEMICAL
Augmentin,CHEMICAL
metoprolol tartrate,CHEMICAL
multivitamin,CHEMICAL
oxycodone,CHEMICAL
pain,DISEASE
docusate sodium,CHEMICAL
oxycodone,CHEMICAL
constipation,DISEASE
Capsule,CHEMICAL
choledocholithiasis,DISEASE
bacteremia,DISEASE
atrial fibrillation,DISEASE
abdominal pain stone your bile duct,DISEASE
thge,CHEMICAL
abdominal pain,DISEASE
acetaminophen Tylenol,CHEMICAL
pain,DISEASE
betamethasone,CHEMICAL
hypertension,DISEASE
urinary tract infection,DISEASE
apnea bradycardia desaturation,DISEASE
breast milk Enfamil breast,DISEASE
bilirubin,CHEMICAL
ampicillin gentamicin,CHEMICAL
sepsis,DISEASE
breast milk Enfamil breast,DISEASE
weight gain,DISEASE
Iron sulfate elemental,CHEMICAL
iron,CHEMICAL
hepatitis,DISEASE
Synagis,CHEMICAL
chronic lung disease,DISEASE
chronic lung disease,DISEASE
respiratory distress Sepsis,DISEASE
Hypoxia,DISEASE
fevers,DISEASE
cough malaise,DISEASE
myalgias,DISEASE
dyspnea,DISEASE
oxygen,CHEMICAL
Levaquin,CHEMICAL
fever,DISEASE
weakness bilious emesis,DISEASE
dyspnea,DISEASE
cough,DISEASE
oxygen,CHEMICAL
Ceftriaxone,CHEMICAL
Vancomycin,CHEMICAL
chest pain,DISEASE
human immunodeficiency virus,DISEASE
seizure disorder alcohol,DISEASE
somnolence symptoms gastroesophageal,CHEMICAL
reflux disease,DISEASE
drug allergies,DISEASE
Levofloxacin,CHEMICAL
alcohol,CHEMICAL
alcohol,CHEMICAL
diabetes mellitus,DISEASE
oxygen,CHEMICAL
Chest rhonchi,DISEASE
fremitus dullness,DISEASE
normoactive bowel sounds nontender nondistended masses Neurological cranial nerves,DISEASE
sodium potassium,CHEMICAL
bicarbonate creatinine,CHEMICAL
glucose Arterial blood gases nonrebreather,DISEASE
carbon dioxide,CHEMICAL
hypoxia,DISEASE
pneumonia,DISEASE
Ceftriaxone Azithromycin,CHEMICAL
Doxycycline,CHEMICAL
infarction,DISEASE
human immunodeficiency virus,DISEASE
steroids,CHEMICAL
human immunodeficiency virus test came back negative,DISEASE
hypercoagulability,DISEASE
heparin,CHEMICAL
Ceftriaxone Azithromycin,CHEMICAL
Doxycycline,CHEMICAL
hepatitis,DISEASE
vein thrombosis thrombosis right lesser saphenous vein echocardiogram obtained well,DISEASE
tricuspid regurgitation,DISEASE
pneumonias,DISEASE
pneumonia,DISEASE
Chlamydia,DISEASE
leptospirosis,DISEASE
Azithromycin,CHEMICAL
Doxycycline,CHEMICAL
Ceftriaxone,CHEMICAL
heparin,CHEMICAL
muscle hematomas,DISEASE
anticardiolipin syndrome,DISEASE
heparin,CHEMICAL
Lovenox,CHEMICAL
hematomas,DISEASE
fevers,DISEASE
fevers,DISEASE
hematoma,DISEASE
infection,DISEASE
Clindamycin,CHEMICAL
Clindamycin,CHEMICAL
abdominal hematoma,DISEASE
hyponatremic,DISEASE
inappropriate antidiuretic hormone secondary thoracic processes namely bilateral,DISEASE
pneumonia pulmonary embolisms,DISEASE
pneumonia,DISEASE
Pulmonary embolus,DISEASE
hematoma,DISEASE
Hyponatremia Anemia,DISEASE
Lovenox,CHEMICAL
Clindamycin,CHEMICAL
aortic aneurysm,DISEASE
hypertension,DISEASE
pericarditis pleuritis,DISEASE
aortic regurgitation,DISEASE
dilated aortic root mild,DISEASE
aortic sclerosis,DISEASE
aortic regurgitation,DISEASE
atrial enlargement Cardiac catheterization,DISEASE
aneurysmal dilatation,DISEASE
Hypertension,DISEASE
Raynaud disease Phlebitis Osteoporosis Tonsillectomy,DISEASE
Metoprolol,CHEMICAL
Hydrochlorothiazide,CHEMICAL
Lisinopril,CHEMICAL
Aspirin,CHEMICAL
Calcium,CHEMICAL
Nexium,CHEMICAL
allergy Codeine,DISEASE
abdominal cramps,DISEASE
rash,DISEASE
Alcohol,CHEMICAL
oxygen,CHEMICAL
Extraocular movements,DISEASE
jugular venous distention bruits,DISEASE
hepatosplenomegaly,DISEASE
scars,DISEASE
cyanosis clubbing edema Left upper extremity with nodularity,DISEASE
Milrinone,CHEMICAL
Amiodarone,CHEMICAL
Synephrine,CHEMICAL
Propofol,CHEMICAL
Amiodarone Milrinone,CHEMICAL
Amiodarone Milrinone Nipride,CHEMICAL
Milrinone,CHEMICAL
Amiodarone,CHEMICAL
Nipride,CHEMICAL
initiation beta blockade chest tubes were removed,DISEASE
atrial fibrillation,DISEASE
Lopressor,CHEMICAL
Amiodarone,CHEMICAL
atrial fibrillation,DISEASE
Clostridium difficile,DISEASE
Flagyl,CHEMICAL
thrombosis,DISEASE
atrial fibrillation,DISEASE
atrial fibrillation,DISEASE
Heparin,CHEMICAL
atrial fibrillation,DISEASE
oxygen,CHEMICAL
Heparin Sodium potassium chloride,CHEMICAL
blood urea nitrogen,CHEMICAL
edema,DISEASE
edema,DISEASE
Colace,CHEMICAL
Amiodarone,CHEMICAL
Metoprolol,CHEMICAL
Lasix,CHEMICAL
Potassium Chloride,CHEMICAL
Prilosec,CHEMICAL
Heparin,CHEMICAL
Warfarin,CHEMICAL
Raynaud disease Phlebitis Osteoporosis,DISEASE
amiodarone,CHEMICAL
Prilosec Lopressor,CHEMICAL
heparin,CHEMICAL
Lasix,CHEMICAL
potassium chloride,CHEMICAL
Allergies,DISEASE
Chest pain shortness breath,DISEASE
diaphoresis shortness breath,DISEASE
chest pain diaphoresis,DISEASE
pain,DISEASE
vessel disease,DISEASE
hypertension psoriasis,DISEASE
ETOH,CHEMICAL
Premature coronary artery disease,DISEASE
Chest Lungs,DISEASE
distended tender bowel sounds Extremities Warm,DISEASE
Edema,DISEASE
regional left ventricular systolic dysfunction,DISEASE
hypokinesis basal distal inferoseptal anteroseptal walls Overall left ventricular systolic function,DISEASE
depressed,DISEASE
atheroma,DISEASE
mitral regurgitation,DISEASE
pericardial effusion,DISEASE
Glucose,CHEMICAL
Left basilar atelectasis,DISEASE
chest pain,DISEASE
DILTIAZEM,CHEMICAL
ENALAPRIL,CHEMICAL
Aspirin,CHEMICAL
potassium chloride,CHEMICAL
aspirin,CHEMICAL
atorvastatin,CHEMICAL
tramadol,CHEMICAL
pain,DISEASE
fluticasone,CHEMICAL
metoprolol tartrate,CHEMICAL
metformin,CHEMICAL
docusate sodium,CHEMICAL
Capsule,CHEMICAL
Lasix,CHEMICAL
Coronary artery disease,DISEASE
diabetes,DISEASE
hypertension psoriasis,DISEASE
pain,DISEASE
erythema,DISEASE
erythema drainage Edema,DISEASE
cream powder ointments,CHEMICAL
Vicodin,CHEMICAL
cardiac arrest asthma exacerbation Major Surgical Invasive Procedure Intubation Removal chest tubes placed outside hospital placement History Present Illness Known lastname year gentleman with signifciant with,DISEASE
dilated cardiomyopathy AICD asthma,DISEASE
dyspnea,DISEASE
respiratory distress,DISEASE
azithromycin epinephrine,CHEMICAL
solumedrol,CHEMICAL
epinephrine atropine magnesium,CHEMICAL
vecuronium,CHEMICAL
dyspnea,DISEASE
azithromycin,CHEMICAL
Dilated cardiomyopathy,DISEASE
dyspnea,DISEASE
Anxiety depression Obesity,DISEASE
wheezes bilaterally hypoactive edema,DISEASE
Glucose,CHEMICAL
Calcium,CHEMICAL
INTUBA,CHEMICAL
Glucose,CHEMICAL
cardiomegaly,DISEASE
cardiomegaly,DISEASE
mediastinal hemorrhage acute cardiac failure,DISEASE
pulmonary embolism,DISEASE
cardiomegaly,DISEASE
pericardial effusion,DISEASE
atelectasis,DISEASE
fractures,DISEASE
fractures,DISEASE
left ribs Nondisplaced acute sternal fracture,DISEASE
sternal fracture left atrium moderately dilated,DISEASE
depressed,DISEASE
depressed,DISEASE
mitral valve prolapse,DISEASE
mitral regurgitation,DISEASE
pericardial effusion,DISEASE
RBBB LAFB arrest,DISEASE
bifascicular block,DISEASE
Bifascicular RBBB LAFB block,DISEASE
encephalopathy,DISEASE
anoxia,DISEASE
toxic metabolic disturbances infection,DISEASE
encephalopathy,DISEASE
seizures,DISEASE
seizure,DISEASE
pain,DISEASE
scoliosis thoracolumbar spine ventricular,DISEASE
fracture,DISEASE
compression fracture,DISEASE
acute pain,DISEASE
fractures,DISEASE
Facet joints,DISEASE
calcification,DISEASE
fracture,DISEASE
fractures,DISEASE
bundle branch block,DISEASE
left anterior fascicular block,DISEASE
intracranial hemorrhage edema loss,DISEASE
intracranial abnormalities,DISEASE
dilated cardiomyopathy AICD,DISEASE
dyspnea,DISEASE
arrest arrest,DISEASE
anoxic brain injury,DISEASE
original arrest hypoxemia acidosis,DISEASE
acidosis,DISEASE
dilated cardiomyopathy,DISEASE
comatose,DISEASE
seizure,DISEASE
ativan,CHEMICAL
Keppra,CHEMICAL
seizure,DISEASE
Keppra,CHEMICAL
Topiramate,CHEMICAL
seizure,DISEASE
tonic clonic activity impaired consciousness,DISEASE
topamax,CHEMICAL
seizures,DISEASE
ativan,CHEMICAL
seizures,DISEASE
Topiramate,CHEMICAL
Respiratory failure,DISEASE
status asthmaticus,DISEASE
ARDS,DISEASE
vancomycin cefepime,CHEMICAL
albuterol,CHEMICAL
ARDS,DISEASE
agitation,DISEASE
PEEP,CHEMICAL
diuresis agitation,DISEASE
seroquel,CHEMICAL
albuterol,CHEMICAL
prednisone,CHEMICAL
Advair,CHEMICAL
wheezing,DISEASE
pneumonia,DISEASE
fever,DISEASE
cefepime cipro Cipro,CHEMICAL
Vanco Cefepime,CHEMICAL
Myoclonus,DISEASE
myoclonic jerks,DISEASE
jerks,DISEASE
lasix,CHEMICAL
lasix,CHEMICAL
carvedilol Lisinopril,CHEMICAL
Hypertension,DISEASE
lisinopril,CHEMICAL
compression fracture,DISEASE
pain,DISEASE
fracture,DISEASE
cord impingement,DISEASE
pain,DISEASE
tylenol lidocaine,CHEMICAL
Calcitonin,CHEMICAL
pain,DISEASE
compression fracture,DISEASE
infection,DISEASE
infection,DISEASE
steroids leukocytosis,CHEMICAL
prednisone,CHEMICAL
Hyperglycemia,DISEASE
diabetic,DISEASE
steroids,CHEMICAL
prednisone,CHEMICAL
creatinine,CHEMICAL
Carvedilol Lasix Xanax,CHEMICAL
albuterol Ibuprofen,CHEMICAL
Advair diskus,DISEASE
bisacodyl,CHEMICAL
Constipation senna,CHEMICAL
acetaminophen,CHEMICAL
pain fever carvedilol,DISEASE
docusate sodium,CHEMICAL
furosemide,CHEMICAL
lisinopril,CHEMICAL
olanzapine,CHEMICAL
calcium carbonate,CHEMICAL
cholecalciferol vitamin,CHEMICAL
acetaminophen,CHEMICAL
pain fever lidocaine,DISEASE
ipratropium bromide,CHEMICAL
albuterol sulfate,CHEMICAL
albuterol sulfate,CHEMICAL
topiramate,CHEMICAL
tramadol,CHEMICAL
fluticasone salmeterol,CHEMICAL
lorazepam,CHEMICAL
seizure,DISEASE
Anoxic,DISEASE
Injury arrest,DISEASE
Pneumonia,DISEASE
compression fracture Seizures,DISEASE
cardiac arrest asthma exacerbation another cardiac arrest,DISEASE
pneumonia,DISEASE
seizures,DISEASE
Penicillin Methyldopa,CHEMICAL
NSTEMI,DISEASE
pulmonary edema,DISEASE
NSTEMI Renal insufficiency,DISEASE
creatinine Hypertension,CHEMICAL
Aortic stenosis Dementia Peripheral Vascular Disease Anemia,DISEASE
alcohol abuse,DISEASE
bradycardia,DISEASE
atrial appendage thrombus,DISEASE
atrial septal defect patent foramen ovale,DISEASE
left ventricular hypertrophy left ventricular cavity,DISEASE
atheroma,DISEASE
atheroma,DISEASE
aortic valve stenosis,DISEASE
aortic regurgitation,DISEASE
mitral regurgitation,DISEASE
left pleural effusion,DISEASE
phenylephrine,CHEMICAL
Atelectasis,DISEASE
pleural effusion,DISEASE
artery calcifications,DISEASE
pneumothorax,DISEASE
lower lobe atelectasis,DISEASE
pleural effusion,DISEASE
tooth,DISEASE
lovenox,CHEMICAL
diovan,CHEMICAL
Oxycodone Acetaminophen,CHEMICAL
Ranitidine,CHEMICAL
Docusate Sodium,CHEMICAL
Atorvastatin,CHEMICAL
Metoprolol Tartrate,CHEMICAL
Aspirin,CHEMICAL
Furosemide,CHEMICAL
Metoprolol Tartrate,CHEMICAL
Enoxaparin,CHEMICAL
Warfarin,CHEMICAL
Potassium,CHEMICAL
lasix,CHEMICAL
NSTEMI,CHEMICAL
Renal insufficiency,DISEASE
creatinine Hypertension,CHEMICAL
dementia Anemia,DISEASE
fever redness,DISEASE
weight gain,DISEASE
lotions creams powders incisions,CHEMICAL
Penicillin Methyldopa,CHEMICAL
Allergies,DISEASE
hematoma,DISEASE
incontinence,DISEASE
nosebleeds,DISEASE
pain,DISEASE
decreased appetite left,DISEASE
chills,DISEASE
bruising,DISEASE
lethargy,DISEASE
Ceftazidime neutropenic,DISEASE
fever,DISEASE
hemorrhage,DISEASE
frontal lobe small subarachnoid hemorrhage,DISEASE
Acyclovir,CHEMICAL
Zoster,DISEASE
pain,DISEASE
pain nausea visual changes feeling exhausted still mildly lightheaded Past Medical History Osteoarthritis knees Social History works,DISEASE
smoking,CHEMICAL
prostate cancer,DISEASE
ecchymosis,DISEASE
left orbit swollen,DISEASE
wheezes rales ronchi,DISEASE
tenderness,DISEASE
hepatosplenomegaly,DISEASE
inguinal lymphadenopathy,DISEASE
tenderness,DISEASE
CREAT,CHEMICAL
PHOS BILI,CHEMICAL
GRAN,CHEMICAL
CREAT,CHEMICAL
GRAN,CHEMICAL
hemorrhages,DISEASE
subarachnoid hemorrhage,DISEASE
infarction,DISEASE
thoracic lumbar spine Note made fluid level within lower lumbar spine most consistent,DISEASE
acute myelogenous leukemia,DISEASE
acute promyelocytic leukemia,DISEASE
pancytopenia,DISEASE
Leukemia,DISEASE
ATRA,CHEMICAL
ATRA,CHEMICAL
daunurubicin,CHEMICAL
ATRA,CHEMICAL
Vancomycin cefepime,CHEMICAL
fevers,DISEASE
fever,DISEASE
blood grew strep viridans,DISEASE
vanco cefepime,CHEMICAL
headache,DISEASE
vanco meropenem,CHEMICAL
fluconzaole flagyl,CHEMICAL
pain,DISEASE
MSSA,DISEASE
pneumonia,DISEASE
febrile,DISEASE
vanco,CHEMICAL
meropenem voriconazole,CHEMICAL
acyclovir,CHEMICAL
head injury,DISEASE
thrombocytopenia,DISEASE
intraparenchymal hemorrhage subarachnoid hemorrhage hydrocephalus shift follow Head revealed interval increase hemorrhage,DISEASE
infarction,DISEASE
heparin,CHEMICAL
lovenox DVTs,CHEMICAL
pain,DISEASE
bone marrow pain,DISEASE
hematoma cellulitis bowel bladder dysfunction saddle,DISEASE
tenderness,DISEASE
pain,DISEASE
decadron,CHEMICAL
metoprolol,CHEMICAL
metoprolol,CHEMICAL
aberrancy,DISEASE
metoprolol,CHEMICAL
Vasovagal bradycardia,DISEASE
metoprolol,CHEMICAL
DVTs,DISEASE
pedal edema,DISEASE
DVTs,DISEASE
pain,DISEASE
Heparin,CHEMICAL
ICHs,DISEASE
heparin,CHEMICAL
DVTs,DISEASE
DVTs,DISEASE
Heparin,CHEMICAL
lovenox,CHEMICAL
DVTs,DISEASE
DVTs,DISEASE
Heparin,CHEMICAL
Meropenem,CHEMICAL
soln,CHEMICAL
soln,CHEMICAL
Vesanoid Capsule,CHEMICAL
Capsule,CHEMICAL
Capsule,CHEMICAL
Acyclovir Capsule,CHEMICAL
Capsule,CHEMICAL
Metoprolol Tartrate,CHEMICAL
Voriconazole,CHEMICAL
APML,DISEASE
Intracranial hemorrhage Syncope,DISEASE
lovenox,CHEMICAL
leukemia,DISEASE
bleeding,DISEASE
leukemia,DISEASE
infection,DISEASE
heparin,CHEMICAL
lovenox,CHEMICAL
heart arrhythmia,DISEASE
atrial fibrillation,DISEASE
metoprolol,CHEMICAL
lovenox,CHEMICAL
headaches dizziness,DISEASE
chest pain shortness breath swelling,DISEASE
infectious disease Last Name STitle,DISEASE
dizziness nausea vomiting,DISEASE
hyperlipidemia,DISEASE
dizziness nausea vomiting,DISEASE
chest pain,DISEASE
